9
37
23
63
8
80
44
15
61
64
4
57
56
2
42
29
76
43
6
36
65
42
31
51
70
39
50
72
62
22
49
17
20
66
27
10
13
7
81
47
21
14
54
25
0
55
74
52
46
32
1
33
35
3
34
21
16
19
59
67
45
38
60
41
30
5
69
11
73
48
40
68
26
53
79
71
18
77
28
78
58
12
75
24
82
